date,open,high,low,close,volume,return_t,abs_return_t,intraday_range_t,log_volume_change_t,rolling_volatility_5_t,stress_interaction_t,weekday_Friday,weekday_Monday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,next_day_abs_return
2018-08-01,281.56,282.13,280.1315,280.86,53750270,-0.001670635908008311,0.001670635908008311,0.007097954254865672,-0.23587478420094854,0.07153083936998296,1.1858097251578968e-05,0,0,0,0,1,0.005447553941465344
2018-08-02,279.39,282.58,279.16,282.39,63362570,0.005447553941465344,0.005447553941465344,0.012240953505851889,0.16452461547890707,0.08972974868474452,6.668325451809747e-05,0,0,1,0,0,0.004284854279542616
2018-08-03,282.53,283.6577,282.33,283.6,53903840,0.004284854279542616,0.004284854279542616,0.00469932396559655,-0.1616715873629211,0.07544313313319435,2.0135918404943552e-05,1,0,0,0,0,0.0036671368124117087
2018-08-06,283.64,284.99,283.2015,284.64,39089820,0.0036671368124117087,0.0036671368124117087,0.006305528134254686,-0.32133963635339313,0.04564717002215177,2.312323434282308e-05,0,1,0,0,0,0.003302417088251852
2018-08-07,285.39,286.01,285.24,285.58,43055550,0.003302417088251852,0.003302417088251852,0.002698062300711244,0.09662906503260515,0.04346872603685912,8.910127047036919e-06,0,0,0,1,0,0.0004201974928216279
2018-08-08,285.39,285.91,284.94,285.46,41980470,-0.0004201974928216279,0.0004201974928216279,0.0033988577034935606,-0.02528663169278289,0.03509223715497111,1.42819148546547e-06,0,0,0,0,1,0.0013662159321795597
2018-08-09,285.53,285.97,284.915,285.07,35577000,-0.0013662159321795597,0.0013662159321795597,0.0036948831996638076,-0.16550514419912687,0.041111875584776914,5.048008294923283e-06,0,0,1,0,0,0.006700108745220312
2018-08-10,283.45,284.055,282.36,283.16,76861430,-0.006700108745220312,0.006700108745220312,0.00597989063326863,0.7703048134715438,0.06679951676299543,4.006591752742418e-05,1,0,0,0,0,0.0037434665913265164
2018-08-13,283.47,284.16,281.77,282.1,65603520,-0.0037434665913265164,0.0037434665913265164,0.008431227290365976,-0.15837483494021498,0.05935121773924634,3.156201768536542e-05,0,1,0,0,0,0.006380716058135283
2018-08-14,282.92,284.17,282.4833,283.9,43699800,0.006380716058135283,0.006380716058135283,0.005961755973420154,-0.4062858199747126,0.07728898741512902,3.804027207428593e-05,0,0,0,1,0,0.007467418104966539
2018-08-15,282.38,282.54,280.16,281.78,102770900,-0.007467418104966539,0.007467418104966539,0.008428358948934045,0.8551587004330656,0.08837964130525253,6.293808021042683e-05,0,0,0,0,1,0.008091418837391062
2018-08-16,283.4,285.04,283.36,284.06,69735140,0.008091418837391062,0.008091418837391062,0.005928016937191274,-0.3877978829996813,0.11732291797158137,4.7966067913962744e-05,0,0,1,0,0,0.003520383017672213
2018-08-17,283.83,285.5601,283.37,285.06,65486180,0.003520383017672213,0.003520383017672213,0.007716238593524197,-0.0628652224656463,0.1062393235609166,2.7164115304949504e-05,1,0,0,0,0,0.002139900371851633
2018-08-20,285.57,285.97,285.06,285.67,39617170,0.002139900371851633,0.002139900371851633,0.0031866092376651085,-0.5025765078937532,0.09618129485523894,6.819026292625414e-06,0,1,0,0,0,0.0023453635313472887
2018-08-21,286.25,287.31,285.7135,286.34,66735600,0.0023453635313472887,0.0023453635313472887,0.005577292576419185,0.521475923265232,0.09008424055687954,1.3080778612387518e-05,0,0,0,1,0,0.0005936997974435032
2018-08-22,285.88,286.76,285.575,286.17,44860080,-0.0005936997974435032,0.0005936997974435032,0.00414509584441025,-0.3971902239467404,0.05034100754716461,2.460942563210272e-06,0,0,0,0,1,0.0013278820281650283
2018-08-23,285.97,286.94,285.43,285.79,49159070,-0.0013278820281650283,0.0013278820281650283,0.005280274154631572,0.09151305233374174,0.03290427921132671,7.0115811537195524e-06,0,0,1,0,0,0.006018405122642401
