train_rows,test_rows,training_quantile_90,alert_cutoff,test_positive_rate,alert_rate,accuracy,precision,recall,f1,pr_auc
2000,501,0.01645396867316513,0.5,0.08183632734530938,0.17764471057884232,0.8283433133732535,0.24719101123595505,0.5365853658536586,0.3384615384615385,0.30983105102360514
